name,label,updated
100_0.wav,1.0,True
100_1.wav,1.0,True
101_0.wav,0.0,True
101_1.wav,1.0,True
102_0.wav,0.0,True
102_1.wav,1.0,True
103_0.wav,0.0,True
103_1.wav,1.0,True
104_0.wav,0.0,True
104_1.wav,1.0,True
105_0.wav,0.0,True
105_1.wav,1.0,True
106_0.wav,0.0,True
106_1.wav,1.0,True
107_0.wav,0.0,True
107_1.wav,1.0,True
107_2.wav,0.0,True
108_0.wav,0.0,True
108_1.wav,1.0,True
109_0.wav,1.0,True
109_1.wav,1.0,True
110_0.wav,1.0,True
110_1.wav,1.0,True
111_0.wav,1.0,True
111_1.wav,1.0,True
112_0.wav,1.0,True
112_1.wav,1.0,True
113_1.wav,1.0,True
113_2.wav,1.0,True
113_3.wav,1.0,True
113_4.wav,1.0,True
114_1.wav,1.0,True
114_2.wav,1.0,True
114_3.wav,1.0,True
114_4.wav,1.0,True
115_1.wav,1.0,True
115_2.wav,1.0,True
115_3.wav,1.0,True
115_4.wav,1.0,True
116_1.wav,1.0,True
116_2.wav,1.0,True
116_3.wav,1.0,True
116_4.wav,1.0,True
117_0.wav,1.0,True
117_1.wav,1.0,True
117_2.wav,1.0,True
117_3.wav,1.0,True
117_4.wav,1.0,True
118_0.wav,1.0,True
118_1.wav,1.0,True
118_2.wav,1.0,True
118_3.wav,1.0,True
118_4.wav,1.0,True
119_0.wav,1.0,True
119_1.wav,1.0,True
119_2.wav,1.0,True
119_3.wav,1.0,True
119_4.wav,1.0,True
120_0.wav,1.0,True
120_1.wav,1.0,True
120_2.wav,1.0,True
120_3.wav,1.0,True
120_4.wav,1.0,True
121_3.wav,1.0,True
121_4.wav,1.0,True
122_3.wav,1.0,True
122_4.wav,1.0,True
123_3.wav,1.0,True
123_4.wav,1.0,True
124_3.wav,1.0,True
124_4.wav,1.0,True
125_3.wav,1.0,True
125_4.wav,1.0,True
126_3.wav,1.0,True
126_4.wav,1.0,True
127_3.wav,1.0,True
127_4.wav,1.0,True
128_3.wav,1.0,True
128_4.wav,1.0,True
129_3.wav,1.0,True
129_4.wav,1.0,True
130_3.wav,1.0,True
130_4.wav,1.0,True
131_3.wav,1.0,True
131_4.wav,1.0,True
132_3.wav,1.0,True
132_4.wav,1.0,True
133_3.wav,1.0,True
133_4.wav,1.0,True
134_3.wav,1.0,True
134_4.wav,1.0,True
135_3.wav,1.0,True
135_4.wav,1.0,True
136_3.wav,1.0,True
136_4.wav,1.0,True
137_0.wav,1.0,True
137_1.wav,1.0,True
138_0.wav,0.0,True
138_1.wav,1.0,True
139_0.wav,0.0,True
139_1.wav,1.0,True
140_0.wav,0.0,True
140_1.wav,1.0,True
141_0.wav,0.0,True
141_1.wav,1.0,True
142_0.wav,0.0,True
142_1.wav,1.0,True
143_0.wav,0.0,True
143_1.wav,1.0,True
144_0.wav,0.0,True
144_1.wav,1.0,True
145_4.wav,1.0,True
146_4.wav,1.0,True
147_4.wav,1.0,True
148_4.wav,1.0,True
149_3.wav,1.0,True
149_4.wav,1.0,True
150_3.wav,1.0,True
150_4.wav,1.0,True
151_3.wav,1.0,True
151_4.wav,1.0,True
1513_0.wav,0.0,True
1513_1.wav,1.0,True
1513_2.wav,0.0,True
1514_0.wav,0.0,True
1514_1.wav,1.0,True
1514_2.wav,0.0,True
1515_0.wav,0.0,True
1515_1.wav,1.0,True
1515_2.wav,0.0,True
1516_0.wav,0.0,True
1516_1.wav,1.0,True
1516_2.wav,0.0,True
152_3.wav,1.0,True
152_4.wav,1.0,True
1521_0.wav,0.0,True
1521_1.wav,1.0,True
1521_2.wav,0.0,True
1521_3.wav,1.0,True
1522_0.wav,0.0,True
1522_1.wav,1.0,True
1522_2.wav,0.0,True
1522_3.wav,1.0,True
1523_0.wav,0.0,True
1523_1.wav,1.0,True
1523_2.wav,0.0,True
1523_3.wav,1.0,True
1524_0.wav,0.0,True
1524_1.wav,1.0,True
1524_2.wav,0.0,True
1524_3.wav,1.0,True
1525_1.wav,1.0,True
1525_2.wav,1.0,True
1525_3.wav,1.0,True
1525_4.wav,1.0,True
1526_1.wav,1.0,True
1526_2.wav,1.0,True
1526_3.wav,1.0,True
1526_4.wav,1.0,True
1527_1.wav,1.0,True
1527_2.wav,1.0,True
1527_3.wav,1.0,True
1527_4.wav,1.0,True
1528_1.wav,1.0,True
1528_2.wav,1.0,True
1528_3.wav,1.0,True
1528_4.wav,1.0,True
1529_1.wav,1.0,True
1529_2.wav,1.0,True
153_1.wav,1.0,True
153_2.wav,1.0,True
153_3.wav,1.0,True
1530_1.wav,1.0,True
1530_2.wav,1.0,True
1531_1.wav,1.0,True
1531_2.wav,1.0,True
1532_1.wav,1.0,True
1532_2.wav,1.0,True
1533_0.wav,0.0,True
1533_1.wav,1.0,True
1533_2.wav,1.0,True
1533_3.wav,1.0,True
1534_0.wav,0.0,True
1534_1.wav,1.0,True
1534_2.wav,1.0,True
1534_3.wav,1.0,True
1535_0.wav,0.0,True
1535_1.wav,1.0,True
1535_2.wav,1.0,True
1535_3.wav,1.0,True
1536_0.wav,0.0,True
1536_1.wav,1.0,True
1536_2.wav,1.0,True
1537_1.wav,1.0,True
1537_2.wav,1.0,True
1537_3.wav,1.0,True
1537_4.wav,0.0,True
1538_1.wav,1.0,True
1538_2.wav,1.0,True
1538_3.wav,1.0,True
1538_4.wav,0.0,True
1539_1.wav,1.0,True
1539_2.wav,1.0,True
1539_3.wav,1.0,True
1539_4.wav,0.0,True
