name,label
100_2.wav,0.0
100_3.wav,0.0
100_4.wav,0.0
101_2.wav,0.0
101_3.wav,0.0
101_4.wav,0.0
102_2.wav,0.0
102_3.wav,0.0
102_4.wav,0.0
103_2.wav,0.0
103_3.wav,0.0
103_4.wav,0.0
104_2.wav,0.0
104_3.wav,0.0
104_4.wav,0.0
105_2.wav,0.0
105_3.wav,0.0
105_4.wav,0.0
106_2.wav,0.0
106_3.wav,0.0
106_4.wav,0.0
107_3.wav,0.0
107_4.wav,0.0
108_2.wav,0.0
108_3.wav,0.0
108_4.wav,0.0
109_2.wav,0.0
109_3.wav,0.0
109_4.wav,0.0
110_2.wav,0.0
110_3.wav,0.0
110_4.wav,0.0
111_2.wav,0.0
111_3.wav,0.0
111_4.wav,0.0
112_2.wav,0.0
112_3.wav,0.0
112_4.wav,0.0
113_0.wav,0.0
114_0.wav,0.0
115_0.wav,0.0
116_0.wav,0.0
121_0.wav,0.0
121_1.wav,0.0
121_2.wav,0.0
122_0.wav,0.0
122_1.wav,0.0
122_2.wav,0.0
123_0.wav,0.0
123_1.wav,0.0
123_2.wav,0.0
124_0.wav,0.0
124_1.wav,0.0
124_2.wav,0.0
125_0.wav,0.0
125_1.wav,0.0
125_2.wav,0.0
126_0.wav,0.0
126_1.wav,0.0
126_2.wav,0.0
127_0.wav,0.0
127_1.wav,0.0
127_2.wav,0.0
128_0.wav,0.0
128_1.wav,0.0
128_2.wav,0.0
129_0.wav,0.0
129_1.wav,0.0
129_2.wav,0.0
130_0.wav,0.0
130_1.wav,0.0
130_2.wav,0.0
131_0.wav,0.0
131_1.wav,0.0
131_2.wav,0.0
132_0.wav,0.0
132_1.wav,0.0
132_2.wav,0.0
133_0.wav,0.0
133_1.wav,0.0
133_2.wav,0.0
134_0.wav,0.0
134_1.wav,0.0
134_2.wav,0.0
135_0.wav,0.0
135_1.wav,0.0
135_2.wav,0.0
136_0.wav,0.0
136_1.wav,0.0
136_2.wav,0.0
137_2.wav,0.0
137_3.wav,0.0
137_4.wav,0.0
138_2.wav,0.0
138_3.wav,0.0
138_4.wav,0.0
139_2.wav,0.0
139_3.wav,0.0
139_4.wav,0.0
140_2.wav,0.0
140_3.wav,0.0
140_4.wav,0.0
141_2.wav,0.0
141_3.wav,0.0
141_4.wav,0.0
142_2.wav,0.0
142_3.wav,0.0
142_4.wav,0.0
143_2.wav,0.0
143_3.wav,0.0
143_4.wav,0.0
144_2.wav,0.0
144_3.wav,0.0
144_4.wav,0.0
145_0.wav,0.0
145_1.wav,0.0
145_2.wav,0.0
145_3.wav,0.0
146_0.wav,0.0
146_1.wav,0.0
146_2.wav,0.0
146_3.wav,0.0
147_0.wav,0.0
147_1.wav,0.0
147_2.wav,0.0
147_3.wav,0.0
148_0.wav,0.0
148_1.wav,0.0
148_2.wav,0.0
148_3.wav,0.0
149_0.wav,0.0
149_1.wav,0.0
149_2.wav,0.0
150_0.wav,0.0
150_1.wav,0.0
150_2.wav,0.0
151_0.wav,0.0
151_1.wav,0.0
151_2.wav,0.0
1513_3.wav,0.0
1513_4.wav,0.0
1514_3.wav,0.0
1514_4.wav,0.0
1515_3.wav,0.0
1515_4.wav,0.0
1516_3.wav,0.0
1516_4.wav,0.0
152_0.wav,0.0
152_1.wav,0.0
152_2.wav,0.0
1521_4.wav,0.0
1522_4.wav,0.0
1523_4.wav,0.0
1524_4.wav,0.0
1525_0.wav,0.0
1526_0.wav,0.0
1527_0.wav,0.0
1528_0.wav,0.0
1529_0.wav,0.0
1529_3.wav,0.0
1529_4.wav,0.0
153_0.wav,0.0
153_4.wav,0.0
1530_0.wav,0.0
1530_3.wav,0.0
1530_4.wav,0.0
1531_0.wav,0.0
1531_3.wav,0.0
1531_4.wav,0.0
1532_0.wav,0.0
1532_3.wav,0.0
1532_4.wav,0.0
1533_4.wav,0.0
1534_4.wav,0.0
1535_4.wav,0.0
1536_3.wav,0.0
1536_4.wav,0.0
1537_0.wav,0.0
1538_0.wav,0.0
1539_0.wav,0.0
154_0.wav,0.0
154_4.wav,0.0
1540_0.wav,0.0
1541_0.wav,0.0
1541_4.wav,0.0
1542_0.wav,0.0
1542_4.wav,0.0
1543_0.wav,0.0
1543_4.wav,0.0
1544_0.wav,0.0
1544_4.wav,0.0
1549_0.wav,0.0
1549_3.wav,0.0
1549_4.wav,0.0
155_0.wav,0.0
155_4.wav,0.0
1550_0.wav,0.0
1550_3.wav,0.0
1550_4.wav,0.0
1551_0.wav,0.0
1551_3.wav,0.0
1551_4.wav,0.0
1552_0.wav,0.0
1552_3.wav,0.0
1552_4.wav,0.0
1553_3.wav,0.0
1554_3.wav,0.0
1555_3.wav,0.0
1556_3.wav,0.0
1557_0.wav,0.0
1557_3.wav,0.0
1558_0.wav,0.0
1558_3.wav,0.0
1559_0.wav,0.0
1559_3.wav,0.0
156_0.wav,0.0
156_4.wav,0.0
1560_0.wav,0.0
1560_3.wav,0.0
1561_0.wav,0.0
1561_4.wav,0.0
1562_0.wav,0.0
1562_4.wav,0.0
1563_0.wav,0.0
1563_4.wav,0.0
1564_0.wav,0.0
1564_4.wav,0.0
1565_0.wav,0.0
1565_3.wav,0.0
1565_4.wav,0.0
1566_0.wav,0.0
1566_3.wav,0.0
1566_4.wav,0.0
1567_0.wav,0.0
1567_3.wav,0.0
1567_4.wav,0.0
1568_0.wav,0.0
1568_3.wav,0.0
1568_4.wav,0.0
1569_4.wav,0.0
157_0.wav,0.0
157_2.wav,0.0
1570_4.wav,0.0
1571_4.wav,0.0
1572_4.wav,0.0
1573_2.wav,0.0
1573_3.wav,0.0
1573_4.wav,0.0
1574_2.wav,0.0
1574_3.wav,0.0
1574_4.wav,0.0
1575_2.wav,0.0
1575_3.wav,0.0
1575_4.wav,0.0
1576_2.wav,0.0
1576_3.wav,0.0
1576_4.wav,0.0
1577_0.wav,0.0
1577_3.wav,0.0
1577_4.wav,0.0
1578_0.wav,0.0
1578_3.wav,0.0
1578_4.wav,0.0
1579_0.wav,0.0
1579_3.wav,0.0
1579_4.wav,0.0
158_2.wav,0.0
1580_0.wav,0.0
1580_3.wav,0.0
1580_4.wav,0.0
1581_0.wav,0.0
1581_4.wav,0.0
1582_0.wav,0.0
1582_4.wav,0.0
1583_0.wav,0.0
1583_4.wav,0.0
1584_0.wav,0.0
1585_0.wav,0.0
1586_0.wav,0.0
1587_0.wav,0.0
1588_0.wav,0.0
1589_0.wav,0.0
159_2.wav,0.0
1590_0.wav,0.0
1591_0.wav,0.0
1592_0.wav,0.0
1593_0.wav,0.0
1593_3.wav,0.0
1594_0.wav,0.0
1594_3.wav,0.0
1595_0.wav,0.0
1595_3.wav,0.0
1596_0.wav,0.0
1596_3.wav,0.0
1597_0.wav,0.0
1598_0.wav,0.0
1599_0.wav,0.0
160_0.wav,0.0
160_2.wav,0.0
1600_0.wav,0.0
1601_0.wav,0.0
1601_3.wav,0.0
1601_4.wav,0.0
1602_0.wav,0.0
1602_3.wav,0.0
1602_4.wav,0.0
1603_0.wav,0.0
1603_3.wav,0.0
1603_4.wav,0.0
1604_0.wav,0.0
1604_3.wav,0.0
1604_4.wav,0.0
1605_3.wav,0.0
1605_4.wav,0.0
1606_3.wav,0.0
1606_4.wav,0.0
1607_3.wav,0.0
1607_4.wav,0.0
1608_3.wav,0.0
1608_4.wav,0.0
1609_0.wav,0.0
1609_1.wav,0.0
1609_4.wav,0.0
161_0.wav,0.0
1610_0.wav,0.0
1610_1.wav,0.0
1610_4.wav,0.0
1611_0.wav,0.0
1611_1.wav,0.0
1611_4.wav,0.0
1612_0.wav,0.0
1612_1.wav,0.0
1612_4.wav,0.0
1613_0.wav,0.0
1614_0.wav,0.0
1615_0.wav,0.0
1616_0.wav,0.0
1617_0.wav,0.0
1617_1.wav,0.0
1618_0.wav,0.0
1618_1.wav,0.0
1619_0.wav,0.0
1619_1.wav,0.0
162_0.wav,0.0
1620_0.wav,0.0
1620_1.wav,0.0
1629_4.wav,0.0
163_0.wav,0.0
1630_4.wav,0.0
1631_4.wav,0.0
1632_4.wav,0.0
1633_3.wav,0.0
1633_4.wav,0.0
1634_3.wav,0.0
1634_4.wav,0.0
1635_3.wav,0.0
1635_4.wav,0.0
1636_3.wav,0.0
1636_4.wav,0.0
1637_4.wav,0.0
1638_4.wav,0.0
1639_4.wav,0.0
164_0.wav,0.0
1640_4.wav,0.0
1645_0.wav,0.0
1646_0.wav,0.0
1647_0.wav,0.0
1648_0.wav,0.0
1649_0.wav,0.0
165_0.wav,0.0
165_3.wav,0.0
1650_0.wav,0.0
1651_0.wav,0.0
1652_0.wav,0.0
1653_0.wav,0.0
1653_1.wav,0.0
1653_4.wav,0.0
1654_0.wav,0.0
1654_1.wav,0.0
1654_4.wav,0.0
1655_0.wav,0.0
1655_1.wav,0.0
1655_4.wav,0.0
1656_0.wav,0.0
1656_1.wav,0.0
1656_4.wav,0.0
1657_0.wav,0.0
1658_0.wav,0.0
1659_0.wav,0.0
166_0.wav,0.0
166_3.wav,0.0
1660_0.wav,0.0
1661_0.wav,0.0
1661_3.wav,0.0
1662_3.wav,0.0
1663_3.wav,0.0
1664_0.wav,0.0
1664_3.wav,0.0
1669_0.wav,0.0
1669_3.wav,0.0
1669_4.wav,0.0
167_0.wav,0.0
167_3.wav,0.0
1670_0.wav,0.0
1670_3.wav,0.0
1670_4.wav,0.0
1671_0.wav,0.0
1671_3.wav,0.0
1671_4.wav,0.0
1672_0.wav,0.0
1672_3.wav,0.0
1672_4.wav,0.0
1673_4.wav,0.0
1674_4.wav,0.0
1675_4.wav,0.0
1676_4.wav,0.0
1677_0.wav,0.0
1677_1.wav,0.0
1677_4.wav,0.0
1678_0.wav,0.0
1678_1.wav,0.0
1678_4.wav,0.0
1679_0.wav,0.0
1679_1.wav,0.0
1679_4.wav,0.0
168_0.wav,0.0
168_3.wav,0.0
1680_0.wav,0.0
1680_1.wav,0.0
1680_4.wav,0.0
1681_0.wav,0.0
1681_1.wav,0.0
1681_4.wav,0.0
1682_0.wav,0.0
1682_1.wav,0.0
1682_4.wav,0.0
1683_0.wav,0.0
1683_1.wav,0.0
1683_4.wav,0.0
1684_0.wav,0.0
1684_1.wav,0.0
1684_4.wav,0.0
1685_0.wav,0.0
1685_3.wav,0.0
1686_0.wav,0.0
1686_3.wav,0.0
1687_0.wav,0.0
1687_3.wav,0.0
1688_0.wav,0.0
1688_3.wav,0.0
1689_0.wav,0.0
1689_3.wav,0.0
1689_4.wav,0.0
169_0.wav,0.0
169_3.wav,0.0
1690_0.wav,0.0
1690_3.wav,0.0
1690_4.wav,0.0
1691_0.wav,0.0
1691_3.wav,0.0
1691_4.wav,0.0
1692_0.wav,0.0
1692_3.wav,0.0
1692_4.wav,0.0
1693_0.wav,0.0
1693_1.wav,0.0
1693_4.wav,0.0
1694_0.wav,0.0
1694_1.wav,0.0
1694_4.wav,0.0
1695_0.wav,0.0
1695_1.wav,0.0
1695_4.wav,0.0
1696_0.wav,0.0
1696_1.wav,0.0
1696_4.wav,0.0
1697_0.wav,0.0
1697_4.wav,0.0
1698_0.wav,0.0
1698_4.wav,0.0
1699_0.wav,0.0
1699_4.wav,0.0
170_0.wav,0.0
170_3.wav,0.0
1700_0.wav,0.0
1700_4.wav,0.0
1701_0.wav,0.0
1701_1.wav,0.0
1701_4.wav,0.0
1702_0.wav,0.0
1702_1.wav,0.0
1702_4.wav,0.0
1703_0.wav,0.0
1703_1.wav,0.0
1703_4.wav,0.0
1704_0.wav,0.0
1704_1.wav,0.0
1704_4.wav,0.0
1705_0.wav,0.0
1705_4.wav,0.0
1706_0.wav,0.0
1706_4.wav,0.0
1707_0.wav,0.0
1707_4.wav,0.0
1708_0.wav,0.0
1708_4.wav,0.0
1709_4.wav,0.0
171_0.wav,0.0
171_3.wav,0.0
1710_4.wav,0.0
1711_4.wav,0.0
1712_4.wav,0.0
1713_4.wav,0.0
1714_4.wav,0.0
1715_4.wav,0.0
1716_4.wav,0.0
1717_0.wav,0.0
1717_3.wav,0.0
1717_4.wav,0.0
1718_0.wav,0.0
1718_3.wav,0.0
1718_4.wav,0.0
1719_0.wav,0.0
1719_3.wav,0.0
1719_4.wav,0.0
172_0.wav,0.0
172_3.wav,0.0
1720_0.wav,0.0
1720_3.wav,0.0
1720_4.wav,0.0
1721_0.wav,0.0
1721_3.wav,0.0
1721_4.wav,0.0
1722_0.wav,0.0
1722_3.wav,0.0
1722_4.wav,0.0
1723_0.wav,0.0
1723_3.wav,0.0
1723_4.wav,0.0
1724_0.wav,0.0
1724_3.wav,0.0
1724_4.wav,0.0
1725_0.wav,0.0
1725_3.wav,0.0
1725_4.wav,0.0
1726_0.wav,0.0
1726_3.wav,0.0
1726_4.wav,0.0
1727_0.wav,0.0
1727_3.wav,0.0
1727_4.wav,0.0
1728_0.wav,0.0
1728_3.wav,0.0
1728_4.wav,0.0
173_0.wav,0.0
173_3.wav,0.0
174_0.wav,0.0
175_0.wav,0.0
175_3.wav,0.0
176_0.wav,0.0
176_3.wav,0.0
177_0.wav,0.0
177_3.wav,0.0
177_4.wav,0.0
178_0.wav,0.0
178_3.wav,0.0
178_4.wav,0.0
179_3.wav,0.0
179_4.wav,0.0
180_0.wav,0.0
180_3.wav,0.0
180_4.wav,0.0
181_0.wav,0.0
182_0.wav,0.0
183_0.wav,0.0
184_0.wav,0.0
185_0.wav,0.0
186_0.wav,0.0
187_0.wav,0.0
188_0.wav,0.0
189_0.wav,0.0
190_0.wav,0.0
191_0.wav,0.0
192_0.wav,0.0
193_0.wav,0.0
193_3.wav,0.0
193_4.wav,0.0
194_0.wav,0.0
194_3.wav,0.0
194_4.wav,0.0
195_0.wav,0.0
195_3.wav,0.0
195_4.wav,0.0
196_0.wav,0.0
196_3.wav,0.0
196_4.wav,0.0
197_0.wav,0.0
197_3.wav,0.0
198_0.wav,0.0
198_3.wav,0.0
199_0.wav,0.0
199_3.wav,0.0
200_0.wav,0.0
200_3.wav,0.0
205_0.wav,0.0
205_1.wav,0.0
205_2.wav,0.0
205_3.wav,0.0
206_0.wav,0.0
206_1.wav,0.0
